Order Date,Sales,Profit,Region,Category,Sub-Category,Customer Name
2023-08-25,85.59,14.46,West,Technology,Phones,Harold Ryan
2025-10-05,83.4,23.62,East,Office Supplies,Art,Maria Etezadi
2023-08-07,389.32,71.18,West,Furniture,Bookcases,Tracy Blumstein
2024-04-05,172.51,-0.95,South,Furniture,Chairs,Irene Maddox
2024-10-24,1117.38,438.76,South,Technology,Copiers,Albert Patina
2024-09-26,848.34,-149.92,South,Furniture,Tables,Gary Hansen
2025-09-16,19.23,5.23,West,Office Supplies,Paper,Gary Hansen
2023-07-08,108.23,18.97,East,Office Supplies,Envelopes,Paul Prost
2023-09-12,202.7,29.32,East,Furniture,Chairs,Andrew Allen
2023-03-09,716.68,-74.95,West,Furniture,Chairs,Sandra Flanagan
2024-09-07,36.53,10.66,East,Office Supplies,Supplies,Nick Crecia
2023-12-02,339.17,42.72,West,Office Supplies,Art,Albert Patina
2024-11-01,89.57,11.17,East,Office Supplies,Envelopes,Valerie Mitchum
2025-03-31,230.67,-19.45,Central,Furniture,Tables,Albert Patina
2025-05-23,146.34,-17.85,Central,Furniture,Bookcases,Paul Prost
2023-10-27,83.83,4.85,South,Office Supplies,Paper,Andrew Allen
2023-12-23,89.03,17.04,Central,Technology,Accessories,Georgia Nippi
2023-09-13,137.12,28.99,Central,Office Supplies,Binders,Maria Etezadi
2025-10-04,866.8,50.64,Central,Furniture,Tables,Valerie Mitchum
2023-12-19,29.34,8.92,West,Office Supplies,Supplies,Georgia Nippi
2024-06-07,87.82,39.35,Central,Technology,Copiers,Pete Kaisen
2025-08-07,201.08,12.29,Central,Office Supplies,Envelopes,Brosina Hoffman
2025-01-25,470.1,30.13,South,Furniture,Chairs,Alejandro Grove
2023-10-11,71.71,18.75,Central,Office Supplies,Binders,Sandra Flanagan
2023-04-09,252.82,55.29,Central,Technology,Accessories,Arthur Prichep
2023-07-16,78.67,6.55,East,Office Supplies,Labels,Gary Hansen
2024-04-26,243.42,32.51,South,Office Supplies,Appliances,Lena Creighton
2025-05-27,59.74,16.82,South,Office Supplies,Paper,Emily Burns
2024-09-06,16.35,2.54,South,Office Supplies,Appliances,Ken Black
2024-09-09,409.65,120.27,South,Office Supplies,Envelopes,Georgia Nippi
2024-01-03,80.27,11.71,South,Office Supplies,Labels,Pete Kaisen
2024-07-23,1728.72,661.6,South,Technology,Copiers,Sandra Flanagan
2024-08-12,54.1,9.78,West,Office Supplies,Labels,Ken Black
2025-12-01,160.92,4.97,Central,Furniture,Furnishings,Arthur Prichep
2024-02-26,2256.29,796.97,South,Technology,Copiers,Ryan Crowe
2025-04-15,73.87,27.58,Central,Technology,Copiers,Yoseph Carroll
2024-06-28,1209.45,-322.66,Central,Furniture,Tables,Ken Black
2023-03-12,132.06,11.1,West,Office Supplies,Envelopes,Eric Hoffmann
2025-02-06,145.27,22.15,South,Office Supplies,Fasteners,Toby Swindell
2023-11-03,116.09,39.4,East,Office Supplies,Appliances,Joel Eaton
2024-01-12,740.24,39.74,West,Furniture,Chairs,Albert Patina
2024-10-16,52.97,-3.58,East,Furniture,Tables,Brosina Hoffman
2024-11-08,50.37,11.32,Central,Technology,Accessories,Paul Prost
2024-02-03,492.68,-10.15,Central,Furniture,Bookcases,Eric Hoffmann
2023-08-09,214.36,-30.17,West,Furniture,Furnishings,Harold Ryan
2023-07-01,22.68,6.24,West,Technology,Phones,Stewart Rivera
2023-11-03,370.7,99.82,East,Technology,Phones,Stewart Rivera
2024-06-05,118.12,11.5,South,Office Supplies,Fasteners,Irene Maddox
2025-10-10,81.84,22.86,East,Office Supplies,Paper,John Lee
2023-01-04,57.94,11.46,West,Office Supplies,Binders,Toby Swindell
2025-05-12,176.73,26.81,East,Office Supplies,Envelopes,Ken Black
2025-04-27,39.94,3.76,West,Office Supplies,Art,Valerie Mitchum
2025-03-14,1785.56,-181.28,East,Furniture,Tables,Pete Kaisen
2023-08-03,248.71,68.61,West,Office Supplies,Supplies,Lena Creighton
2025-08-29,85.49,11.51,West,Office Supplies,Art,Paul Prost
2023-04-11,55.02,9.72,West,Technology,Accessories,Georgia Nippi
2025-08-20,55.09,3.24,South,Furniture,Furnishings,Zusha Benson
2024-07-26,103.75,10.02,East,Office Supplies,Appliances,Irene Maddox
2024-10-19,362.16,42.24,East,Furniture,Chairs,Paul Prost
2025-07-27,71.68,16.6,East,Office Supplies,Paper,Harold Ryan
2025-12-22,146.26,11.13,West,Office Supplies,Paper,Arthur Prichep
2023-08-14,442.27,49.88,East,Technology,Machines,Maria Etezadi
2023-04-15,90.4,8.87,East,Furniture,Bookcases,Toby Swindell
2025-02-10,15.25,-0.49,West,Furniture,Bookcases,Tracy Blumstein
2024-03-04,18.28,6.71,Central,Technology,Copiers,Ryan Crowe
2024-03-09,43.66,15.97,West,Technology,Accessories,Andrew Allen
2025-11-17,83.23,12.0,East,Office Supplies,Binders,Toby Swindell
2024-11-12,963.74,251.4,West,Technology,Phones,Zusha Benson
2024-08-10,417.63,-23.08,Central,Furniture,Bookcases,Harold Ryan
2025-12-28,339.81,108.59,West,Technology,Machines,Eric Hoffmann
2025-05-15,47.06,6.61,East,Office Supplies,Binders,Stewart Rivera
2025-01-15,185.57,81.43,Central,Technology,Machines,Gary Hansen
2025-05-13,496.17,-16.71,South,Furniture,Tables,Sandra Flanagan
2024-01-03,108.43,9.87,East,Office Supplies,Envelopes,Maria Etezadi
2023-09-08,91.62,16.03,Central,Office Supplies,Envelopes,Emily Burns
2025-05-08,41.94,9.85,Central,Technology,Accessories,Irene Maddox
2025-05-05,25.97,5.46,South,Office Supplies,Labels,Eric Hoffmann
2024-07-14,24.37,4.55,West,Furniture,Bookcases,Bobby Osgood
2023-10-21,117.14,9.77,West,Furniture,Bookcases,Harold Ryan
2025-07-07,698.47,84.9,East,Technology,Phones,Albert Patina
2024-03-08,359.45,172.93,South,Technology,Copiers,Arthur Prichep
2023-02-28,99.84,5.24,West,Office Supplies,Envelopes,Nick Crecia
2025-08-26,1015.41,1.0,South,Furniture,Tables,Brosina Hoffman
2025-04-15,1073.0,125.17,West,Furniture,Bookcases,Eric Hoffmann
2023-07-18,334.54,47.72,Central,Office Supplies,Supplies,Lena Creighton
2023-08-03,210.41,28.98,West,Office Supplies,Envelopes,Lena Creighton
2025-06-16,39.93,15.15,South,Technology,Machines,Linda Cazzolari
2024-04-16,133.37,38.01,Central,Office Supplies,Storage,Andrew Allen
2023-09-04,1031.56,230.35,Central,Technology,Machines,Andrew Allen
2024-01-17,7.62,1.06,Central,Office Supplies,Storage,Linda Cazzolari
2025-09-17,124.67,27.17,South,Office Supplies,Binders,Emily Burns
2025-07-15,297.54,15.62,East,Office Supplies,Art,Yoseph Carroll
2024-07-13,101.4,13.07,East,Technology,Accessories,Irene Maddox
2025-12-10,5.62,0.81,East,Technology,Accessories,Alejandro Grove
2024-11-19,27.07,10.48,South,Technology,Copiers,Arthur Prichep
2024-01-15,85.84,23.97,Central,Technology,Accessories,Harold Ryan
2024-04-18,182.13,99.89,East,Technology,Copiers,Brosina Hoffman
2024-11-27,168.8,41.49,South,Office Supplies,Supplies,Alejandro Grove
2025-06-29,524.39,63.69,East,Technology,Phones,Claire Gute
2025-08-17,252.19,71.61,West,Technology,Machines,Bobby Osgood
2024-04-22,334.1,66.48,East,Office Supplies,Envelopes,Alejandro Grove
2025-09-30,359.0,-33.15,East,Furniture,Chairs,Albert Patina
2025-07-14,28.12,9.17,Central,Office Supplies,Appliances,Zusha Benson
2024-12-07,1114.13,488.16,South,Technology,Copiers,Lena Creighton
2025-05-03,1322.53,129.01,Central,Furniture,Tables,Georgia Nippi
2025-10-13,157.95,39.02,Central,Technology,Accessories,Nick Crecia
2025-01-23,1151.43,360.15,Central,Technology,Phones,Eric Hoffmann
2024-05-17,205.55,16.74,Central,Office Supplies,Appliances,Brosina Hoffman
2025-03-27,713.75,184.85,Central,Technology,Phones,Emily Burns
2024-08-10,314.49,-17.14,East,Furniture,Bookcases,Valerie Mitchum
2024-12-08,211.51,38.97,Central,Furniture,Furnishings,Ryan Crowe
2025-12-03,2578.97,421.84,Central,Furniture,Chairs,Zusha Benson
2023-07-26,198.61,59.04,South,Office Supplies,Art,Tracy Blumstein
2023-05-31,148.57,73.5,West,Technology,Copiers,Claire Gute
2024-10-29,114.57,34.35,East,Office Supplies,Envelopes,Stewart Rivera
2024-06-11,137.77,15.19,East,Office Supplies,Storage,Linda Cazzolari
2023-06-14,33.71,6.26,East,Office Supplies,Art,Nick Crecia
2025-07-05,499.09,128.54,Central,Office Supplies,Fasteners,Emily Burns
2025-10-06,33.96,10.97,Central,Technology,Accessories,Emily Burns
2023-02-06,146.49,-4.05,Central,Furniture,Tables,Zusha Benson
2023-11-29,375.06,66.94,South,Technology,Accessories,Eric Hoffmann
2024-02-07,98.88,7.86,West,Office Supplies,Supplies,Yoseph Carroll
2024-02-18,14.79,4.81,Central,Office Supplies,Paper,Toby Swindell
2023-02-14,525.86,155.69,West,Technology,Phones,Gary Hansen
2023-07-25,143.13,13.76,South,Office Supplies,Appliances,Irene Maddox
2023-03-03,87.12,44.32,East,Technology,Copiers,Gary Hansen
2024-02-24,544.16,176.57,Central,Office Supplies,Paper,Bobby Osgood
2025-05-17,241.28,-19.83,West,Furniture,Chairs,Zusha Benson
2025-03-30,128.08,37.81,West,Office Supplies,Appliances,Paul Prost
2023-01-19,115.13,37.99,Central,Office Supplies,Storage,Joel Eaton
2023-12-31,301.97,68.05,East,Furniture,Chairs,Valerie Mitchum
2025-10-27,51.04,21.43,East,Technology,Accessories,Pete Kaisen
2024-03-03,305.14,88.87,East,Technology,Machines,Georgia Nippi
2024-08-02,438.86,98.6,South,Technology,Phones,Arthur Prichep
2024-06-29,861.22,88.31,West,Technology,Phones,Albert Patina
2023-11-21,12.67,0.87,West,Office Supplies,Envelopes,Gary Hansen
2023-02-24,143.73,25.68,West,Office Supplies,Envelopes,Joel Eaton
2025-02-16,684.51,6.66,South,Furniture,Chairs,Eric Hoffmann
2025-09-18,30.6,5.04,West,Technology,Accessories,Tracy Blumstein
2023-02-11,7.27,1.23,South,Office Supplies,Binders,Eric Hoffmann
2023-08-19,61.25,6.27,East,Office Supplies,Envelopes,Joel Eaton
2024-03-28,138.06,54.82,Central,Technology,Accessories,Tracy Blumstein
2024-01-29,27.32,3.81,West,Office Supplies,Storage,Maria Etezadi
2024-11-21,414.01,-33.39,West,Furniture,Tables,Paul Prost
2024-01-27,721.46,325.07,East,Technology,Copiers,Zusha Benson
2024-08-26,478.75,-61.88,Central,Furniture,Chairs,Emily Burns
2025-05-30,183.77,41.7,South,Furniture,Bookcases,Joel Eaton
2023-03-26,188.69,53.69,Central,Technology,Phones,Tracy Blumstein
2025-11-19,230.99,34.08,East,Office Supplies,Appliances,Brosina Hoffman
2023-02-18,430.08,41.91,East,Office Supplies,Supplies,Bobby Osgood
2023-03-10,301.95,45.76,Central,Office Supplies,Storage,Albert Patina
2025-12-17,856.21,-291.77,South,Furniture,Tables,Pete Kaisen
2024-11-27,529.65,-98.73,South,Furniture,Tables,Eric Hoffmann
2024-04-23,65.74,13.77,West,Office Supplies,Paper,Brosina Hoffman
2025-03-30,97.53,19.38,South,Furniture,Bookcases,Lena Creighton
2023-05-27,83.83,28.55,Central,Technology,Phones,Lena Creighton
2025-10-12,624.82,-65.84,East,Furniture,Chairs,John Lee
2024-08-31,50.12,4.73,West,Office Supplies,Binders,John Lee
2024-03-21,324.81,-51.11,West,Furniture,Tables,Alejandro Grove
2023-08-09,2081.49,350.73,East,Technology,Phones,Georgia Nippi
2023-04-05,36.22,2.11,South,Office Supplies,Fasteners,Ken Black
2023-09-19,209.92,107.27,East,Technology,Copiers,Zusha Benson
2025-06-15,52.88,5.65,South,Technology,Phones,Linda Cazzolari
2025-12-30,294.5,115.07,East,Technology,Phones,Paul Prost
2023-08-07,377.12,-34.83,Central,Furniture,Bookcases,Pete Kaisen
2023-04-02,73.17,25.05,South,Office Supplies,Appliances,Ryan Crowe
2023-05-07,430.75,39.43,Central,Furniture,Bookcases,Joel Eaton
2023-03-21,890.72,318.2,West,Technology,Machines,Eric Hoffmann
2025-09-09,260.65,21.67,East,Office Supplies,Paper,Stewart Rivera
2025-07-04,480.2,148.2,West,Office Supplies,Supplies,Alejandro Grove
2024-04-30,265.82,80.21,West,Office Supplies,Art,Nick Crecia
2024-11-24,685.48,329.44,West,Technology,Copiers,Lena Creighton
2023-01-25,189.55,-23.5,West,Furniture,Tables,Albert Patina
2023-06-05,20.76,5.53,East,Office Supplies,Binders,Linda Cazzolari
2024-09-23,13.41,0.69,West,Office Supplies,Fasteners,Yoseph Carroll
2025-12-16,540.27,253.11,East,Technology,Copiers,Stewart Rivera
2023-01-19,501.67,198.96,East,Technology,Phones,Brosina Hoffman
2023-08-25,111.6,-0.81,Central,Furniture,Furnishings,John Lee
2023-10-04,13.44,1.11,South,Office Supplies,Storage,Nick Crecia
2025-01-14,120.01,2.2,South,Furniture,Furnishings,Maria Etezadi
2024-07-05,416.74,58.69,East,Furniture,Furnishings,Albert Patina
2024-09-30,504.89,69.45,Central,Technology,Phones,Harold Ryan
2023-08-25,253.66,28.36,East,Office Supplies,Binders,Joel Eaton
2025-09-24,246.53,23.24,East,Office Supplies,Labels,Ryan Crowe
2023-02-24,408.52,68.95,East,Furniture,Furnishings,Lena Creighton
2024-11-14,225.6,15.54,Central,Office Supplies,Binders,Gary Hansen
2023-04-19,211.57,54.16,South,Office Supplies,Envelopes,Gary Hansen
2024-01-08,321.97,136.29,Central,Technology,Copiers,Albert Patina
2025-08-30,31.84,4.85,West,Furniture,Bookcases,Eric Hoffmann
2023-07-20,843.25,368.95,Central,Technology,Machines,Ryan Crowe
2025-04-28,24.93,2.1,Central,Office Supplies,Fasteners,Valerie Mitchum
2024-05-23,496.3,71.62,Central,Office Supplies,Storage,Georgia Nippi
2023-10-02,56.36,16.52,Central,Office Supplies,Envelopes,Andrew Allen
2023-07-30,292.54,37.99,South,Office Supplies,Paper,Ken Black
2024-05-18,269.42,-17.23,West,Furniture,Bookcases,Alejandro Grove
2024-12-03,63.56,18.92,South,Office Supplies,Fasteners,Pete Kaisen
2023-02-11,1057.02,258.79,South,Furniture,Bookcases,Maria Etezadi
2023-11-11,72.72,21.45,Central,Technology,Accessories,Nick Crecia
2025-02-26,79.22,10.57,East,Office Supplies,Fasteners,Nick Crecia
2023-11-25,21.82,3.7,East,Office Supplies,Storage,Nick Crecia
2025-11-06,171.5,-14.05,South,Furniture,Furnishings,Gary Hansen
2023-10-10,56.13,15.64,South,Office Supplies,Paper,Sandra Flanagan
2025-07-31,137.14,38.68,Central,Office Supplies,Supplies,Ken Black
2023-09-15,469.36,190.7,South,Technology,Phones,Gary Hansen
2024-07-28,195.52,11.34,Central,Office Supplies,Envelopes,Zusha Benson
2024-07-27,1640.31,758.47,East,Technology,Copiers,Tracy Blumstein
2024-09-03,300.14,52.52,East,Technology,Phones,Sandra Flanagan
2025-11-08,273.72,114.46,West,Technology,Copiers,Valerie Mitchum
2025-04-16,277.52,79.23,East,Office Supplies,Paper,Ryan Crowe
2024-02-27,60.63,6.52,South,Office Supplies,Paper,Georgia Nippi
2025-01-27,111.24,35.98,East,Technology,Accessories,Paul Prost
2025-02-01,315.83,35.32,Central,Furniture,Chairs,Lena Creighton
2024-02-28,294.73,99.1,East,Office Supplies,Supplies,Linda Cazzolari
2024-03-04,89.82,33.35,West,Technology,Accessories,Toby Swindell
2023-07-23,78.19,22.76,East,Office Supplies,Fasteners,Linda Cazzolari
2023-07-15,180.59,37.83,Central,Office Supplies,Art,Arthur Prichep
2024-12-28,143.36,-10.79,Central,Furniture,Furnishings,Andrew Allen
2023-10-12,22.02,3.91,South,Office Supplies,Envelopes,John Lee
2023-07-15,111.44,7.78,East,Furniture,Furnishings,Sandra Flanagan
2023-11-03,204.47,51.84,Central,Office Supplies,Fasteners,Irene Maddox
2023-01-14,730.66,169.74,West,Office Supplies,Appliances,Maria Etezadi
2025-12-16,153.79,25.87,South,Office Supplies,Binders,Albert Patina
2024-12-23,447.64,86.33,West,Technology,Machines,Andrew Allen
2025-02-18,43.46,4.37,East,Office Supplies,Art,Valerie Mitchum
2024-06-12,554.22,70.68,East,Furniture,Bookcases,Alejandro Grove
2025-03-08,1511.34,492.53,East,Technology,Machines,Toby Swindell
2023-12-10,44.97,15.32,South,Technology,Accessories,Gary Hansen
2023-07-28,38.59,6.24,Central,Office Supplies,Binders,Ryan Crowe
2024-10-02,532.03,-23.96,South,Furniture,Bookcases,Irene Maddox
2023-09-09,61.74,17.16,West,Office Supplies,Envelopes,Paul Prost
2023-09-28,59.88,16.89,South,Office Supplies,Supplies,Zusha Benson
2025-07-08,108.38,28.12,West,Technology,Phones,Albert Patina
2024-02-23,50.97,11.91,South,Office Supplies,Appliances,Tracy Blumstein
2025-03-05,88.66,20.46,Central,Technology,Accessories,Eric Hoffmann
2024-12-25,202.99,52.9,West,Office Supplies,Labels,Ken Black
2024-03-08,66.49,19.99,East,Office Supplies,Envelopes,Georgia Nippi
2023-04-19,366.12,-14.75,East,Furniture,Tables,Bobby Osgood
2024-10-02,55.3,11.27,South,Office Supplies,Appliances,Valerie Mitchum
2025-12-06,438.71,-63.0,East,Furniture,Tables,Toby Swindell
2024-01-14,111.25,11.9,West,Furniture,Bookcases,Irene Maddox
2025-08-15,104.72,26.59,East,Office Supplies,Paper,Toby Swindell
2023-04-13,536.15,39.4,Central,Furniture,Bookcases,Brosina Hoffman
2025-06-10,19.86,1.99,Central,Furniture,Bookcases,Gary Hansen
2025-05-03,6.47,-0.72,South,Furniture,Furnishings,Andrew Allen
2025-11-16,16.71,5.61,West,Office Supplies,Envelopes,Gary Hansen
2024-06-13,120.07,19.97,Central,Furniture,Furnishings,Tracy Blumstein
2024-11-09,862.88,199.22,Central,Technology,Phones,Bobby Osgood
2025-09-15,5.73,1.25,West,Office Supplies,Paper,Yoseph Carroll
2024-03-03,418.89,26.89,East,Office Supplies,Envelopes,Georgia Nippi
2025-04-01,21.85,2.5,East,Technology,Accessories,Eric Hoffmann
2025-07-20,1001.32,188.03,South,Technology,Phones,John Lee
2025-11-27,326.59,111.5,East,Technology,Machines,Irene Maddox
2024-05-25,512.46,97.81,West,Furniture,Chairs,Nick Crecia
2024-01-28,266.39,19.63,Central,Furniture,Chairs,Zusha Benson
2024-12-13,102.24,21.43,East,Office Supplies,Paper,Bobby Osgood
2024-05-08,275.18,46.97,South,Office Supplies,Art,Toby Swindell
2024-06-30,216.52,21.32,East,Office Supplies,Binders,Bobby Osgood
2024-08-16,232.26,-23.84,West,Furniture,Bookcases,Joel Eaton
2024-01-24,22.76,6.33,South,Office Supplies,Storage,Harold Ryan
2023-06-07,58.05,12.83,East,Furniture,Chairs,Andrew Allen
2025-10-24,247.57,46.42,South,Office Supplies,Appliances,Pete Kaisen
2023-06-16,118.06,29.26,West,Office Supplies,Storage,Alejandro Grove
2025-08-17,487.72,259.9,Central,Technology,Copiers,Albert Patina
2024-02-13,176.18,13.57,West,Office Supplies,Appliances,Stewart Rivera
2023-07-13,1069.46,169.18,West,Furniture,Chairs,Irene Maddox
2023-08-23,153.68,36.12,West,Office Supplies,Paper,Alejandro Grove
2024-12-18,966.03,299.01,West,Technology,Machines,Andrew Allen
2025-03-26,1482.45,300.03,Central,Technology,Machines,Paul Prost
2024-02-08,71.07,18.13,Central,Office Supplies,Fasteners,Georgia Nippi
2025-06-11,53.05,20.06,South,Technology,Accessories,Yoseph Carroll
2024-11-08,247.29,20.74,East,Office Supplies,Labels,Zusha Benson
2023-03-09,131.91,37.82,Central,Technology,Phones,Pete Kaisen
2023-03-29,355.48,28.57,Central,Office Supplies,Art,Georgia Nippi
2023-08-05,15.84,4.94,East,Office Supplies,Appliances,Lena Creighton
2023-01-01,108.58,-13.2,Central,Furniture,Tables,Paul Prost
2023-05-20,1214.99,210.42,West,Furniture,Chairs,Alejandro Grove
2024-09-09,528.61,120.96,West,Technology,Phones,Toby Swindell
2023-05-13,343.99,129.0,East,Technology,Copiers,Andrew Allen
2023-06-27,216.01,-28.82,South,Furniture,Furnishings,Alejandro Grove
2025-03-20,172.36,23.17,South,Office Supplies,Labels,Bobby Osgood
2024-01-15,118.64,14.62,East,Office Supplies,Art,Bobby Osgood
2025-06-26,20.62,4.5,East,Office Supplies,Appliances,Gary Hansen
2024-10-19,255.84,14.46,West,Office Supplies,Paper,Andrew Allen
2024-03-25,306.51,63.19,South,Office Supplies,Labels,Emily Burns
2024-08-08,33.34,5.59,Central,Office Supplies,Paper,Ken Black
2024-04-07,733.97,221.65,West,Technology,Phones,Yoseph Carroll
2025-09-16,320.37,83.53,East,Office Supplies,Art,Yoseph Carroll
2023-05-02,124.59,29.93,South,Office Supplies,Supplies,Harold Ryan
2023-01-17,165.15,57.04,Central,Office Supplies,Envelopes,Harold Ryan
2023-11-23,318.17,120.16,Central,Technology,Copiers,Bobby Osgood
2023-11-14,209.38,4.58,West,Furniture,Chairs,Gary Hansen
2025-03-19,535.92,10.68,South,Furniture,Bookcases,Gary Hansen
2024-05-17,301.94,52.87,South,Office Supplies,Labels,Joel Eaton
2023-04-29,164.23,18.97,East,Furniture,Furnishings,Bobby Osgood
2024-12-10,346.03,15.89,South,Furniture,Chairs,Emily Burns
2023-02-14,30.96,6.35,South,Office Supplies,Envelopes,Andrew Allen
2023-11-10,44.17,11.1,West,Technology,Phones,Stewart Rivera
2024-02-22,93.51,23.07,South,Furniture,Furnishings,Stewart Rivera
2024-07-09,61.14,32.74,Central,Technology,Copiers,Irene Maddox
2023-11-22,131.36,18.69,West,Office Supplies,Paper,Bobby Osgood
2024-05-29,77.37,6.46,West,Office Supplies,Labels,Zusha Benson
2023-08-02,1434.43,565.05,East,Technology,Machines,Paul Prost
2023-03-15,59.72,20.85,South,Office Supplies,Storage,Lena Creighton
2024-05-23,139.83,28.3,East,Technology,Accessories,Irene Maddox
2023-11-28,120.73,19.0,Central,Office Supplies,Supplies,Alejandro Grove
2024-11-18,5.71,1.9,West,Office Supplies,Envelopes,Maria Etezadi
2024-10-18,16.27,4.28,West,Office Supplies,Supplies,Andrew Allen
2025-10-24,180.08,36.64,West,Technology,Phones,Toby Swindell
2024-08-22,325.86,73.09,Central,Office Supplies,Art,Ryan Crowe
2025-12-11,28.85,9.61,Central,Office Supplies,Labels,Pete Kaisen
2023-11-21,623.92,109.01,East,Furniture,Chairs,Georgia Nippi
2025-09-18,548.84,149.59,East,Office Supplies,Appliances,Eric Hoffmann
2024-12-17,1304.37,648.79,East,Technology,Copiers,Emily Burns
2024-12-23,46.75,4.83,South,Office Supplies,Labels,Eric Hoffmann
2023-10-04,893.22,347.14,West,Technology,Phones,Ken Black
2024-06-19,19.66,2.61,West,Office Supplies,Paper,Andrew Allen
2023-06-01,204.92,45.52,East,Furniture,Bookcases,Yoseph Carroll
2025-08-12,2370.41,539.56,West,Technology,Machines,Eric Hoffmann
2023-09-16,479.64,191.94,East,Technology,Phones,Paul Prost
2023-11-20,85.07,16.43,South,Technology,Accessories,Brosina Hoffman
2025-10-13,148.74,8.3,South,Furniture,Chairs,Joel Eaton
2025-05-18,75.52,-8.1,Central,Furniture,Furnishings,John Lee
2024-11-18,111.68,27.7,South,Office Supplies,Binders,Toby Swindell
2023-11-06,62.64,24.59,East,Technology,Accessories,Yoseph Carroll
2025-03-13,525.91,184.83,South,Technology,Accessories,John Lee
2025-12-15,410.63,84.99,Central,Office Supplies,Envelopes,Pete Kaisen
2024-09-11,1203.58,139.36,West,Technology,Phones,Nick Crecia
2024-04-17,87.18,28.77,East,Office Supplies,Paper,Bobby Osgood
2024-04-05,181.31,47.44,West,Office Supplies,Storage,Eric Hoffmann
2025-03-24,354.69,97.1,Central,Office Supplies,Storage,Pete Kaisen
2025-04-25,290.0,83.64,Central,Office Supplies,Appliances,Pete Kaisen
2024-10-28,85.25,23.39,Central,Office Supplies,Binders,Valerie Mitchum
2023-09-19,37.06,9.43,West,Technology,Phones,Arthur Prichep
2023-12-21,16.8,5.99,West,Technology,Accessories,Linda Cazzolari
2025-02-08,972.2,309.9,West,Technology,Machines,Albert Patina
2023-06-29,159.35,48.79,West,Office Supplies,Labels,Albert Patina
2023-03-07,2311.79,1180.15,Central,Technology,Copiers,Tracy Blumstein
2025-03-30,56.91,3.55,Central,Office Supplies,Envelopes,Ken Black
2023-06-20,32.49,5.32,East,Office Supplies,Storage,John Lee
2024-04-18,76.47,4.62,East,Office Supplies,Envelopes,Lena Creighton
2024-06-17,261.87,-28.59,West,Furniture,Bookcases,Arthur Prichep
2024-03-14,26.32,8.17,South,Technology,Accessories,Claire Gute
2025-04-14,172.34,53.8,South,Office Supplies,Fasteners,Lena Creighton
2023-08-15,111.6,9.59,Central,Office Supplies,Fasteners,Zusha Benson
2024-03-17,1386.09,610.18,Central,Technology,Copiers,John Lee
